Дата,Время,Филиал,Программа,Группа,Преподаватель,Тема,Записано,Пришло,Пропусков всего,Пропусков по уваж. причине,Ученик,Статус записи в группу,Посещение,Продолж. ас/ч,Продолж. ак/ч
07.01.2026,11:00,Южный,Программирование,A1,Петров,Грамматика,1,1,0,0,Ученик_33,активна,1,1.5,90
05.10.2024,10:00,Южный,Математика,C1,Сидорова,Лексика,1,1,0,0,Ученик_34,активна,1,2.0,45
15.10.2024,15:00,Южный,Английский,A1,Сидорова,Лексика,1,1,0,0,Ученик_34,активна,1,2.0,60
21.10.2024,15:00,Южный,Математика,B2,Петров,Лексика,1,1,0,0,Ученик_34,активна,1,1.0,90
23.10.2024,15:00,Южный,Английский,A1,Сидорова,Лексика,1,0,0,0,Ученик_34,заморожена,0,1.0,90
04.11.2024,17:00,Южный,Программирование,B2,Иванов,Лексика,1,1,0,0,Ученик_34,активна,1,1.0,60
06.11.2024,17:00,Южный,Математика,A1,Иванов,Грамматика,1,1,0,0,Ученик_34,активна,1,1.5,90
14.11.2024,10:00,Южный,Математика,C1,Петров,Разговор,1,1,0,0,Ученик_34,активна,1,1.5,45
21.11.2024,19:00,Южный,Программирование,C1,Сидорова,Грамматика,1,1,0,0,Ученик_34,активна,1,2.0,45
11.09.2024,16:00,Северный,Английский,A1,Сидорова,Разговор,1,0,0,0,Ученик_35,заморожена,0,1.0,60
20.09.2024,9:00,Северный,Математика,C1,Сидорова,Грамматика,1,0,0,0,Ученик_35,заморожена,0,1.0,45
23.09.2024,10:00,Северный,Программирование,A1,Иванов,Грамматика,1,1,0,0,Ученик_35,активна,1,1.0,60
30.09.2024,16:00,Северный,Математика,A1,Иванов,Лексика,1,0,0,0,Ученик_35,заморожена,0,1.5,60
09.10.2024,17:00,Северный,Математика,C1,Сидорова,Лексика,1,0,0,0,Ученик_35,заморожена,0,2.0,90
05.02.2026,19:00,Южный,Английский,A1,Иванов,Разговор,1,1,0,0,Ученик_36,активна,1,2.0,45
13.02.2026,20:00,Южный,Программирование,A1,Петров,Лексика,1,0,0,0,Ученик_36,заморожена,0,1.5,60
19.02.2026,16:00,Южный,Математика,C1,Петров,Лексика,1,0,0,0,Ученик_36,заморожена,0,1.5,90
26.02.2026,15:00,Южный,Английский,A1,Петров,Лексика,1,1,0,0,Ученик_36,активна,1,1.0,90
13.03.2025,13:00,Основной,Английский,C1,Сидорова,Разговор,1,1,0,0,Ученик_37,активна,1,2.0,60
14.03.2025,14:00,Основной,Английский,B2,Сидорова,Лексика,1,0,0,0,Ученик_37,заморожена,0,1.5,45
23.03.2025,17:00,Основной,Английский,B2,Сидорова,Разговор,1,1,0,0,Ученик_37,активна,1,1.5,90
29.03.2025,11:00,Основной,Математика,C1,Сидорова,Разговор,1,1,0,0,Ученик_37,активна,1,1.5,60
06.04.2025,19:00,Основной,Математика,B2,Иванов,Разговор,1,1,0,0,Ученик_37,активна,1,1.5,60
18.04.2025,11:00,Основной,Программирование,C1,Сидорова,Разговор,1,1,0,0,Ученик_37,активна,1,2.0,60
20.04.2025,18:00,Основной,Программирование,B2,Сидорова,Разговор,1,1,0,0,Ученик_37,активна,1,1.5,45
19.09.2025,20:00,Основной,Английский,A1,Иванов,Разговор,1,1,0,0,Ученик_38,активна,1,1.0,60
03.10.2025,12:00,Основной,Программирование,A1,Иванов,Грамматика,1,1,0,0,Ученик_38,активна,1,2.0,60
09.10.2025,9:00,Основной,Программирование,B2,Иванов,Грамматика,1,0,0,0,Ученик_38,заморожена,0,2.0,45
17.10.2025,18:00,Основной,Программирование,A1,Иванов,Лексика,1,1,0,0,Ученик_38,активна,1,1.0,90
11.04.2025,19:00,Основной,Программирование,C1,Иванов,Грамматика,1,1,0,0,Ученик_39,активна,1,1.5,60
18.04.2025,12:00,Основной,Английский,C1,Иванов,Лексика,1,1,0,0,Ученик_39,активна,1,2.0,45
19.04.2025,19:00,Основной,Программирование,A1,Иванов,Грамматика,1,1,0,0,Ученик_39,активна,1,1.0,45
30.04.2025,18:00,Основной,Программирование,A1,Петров,Грамматика,1,0,0,0,Ученик_39,заморожена,0,2.0,90
09.05.2025,12:00,Основной,Программирование,B2,Сидорова,Лексика,1,1,0,0,Ученик_39,активна,1,1.5,90
22.08.2025,16:00,Северный,Математика,C1,Петров,Грамматика,1,0,0,0,Ученик_40,заморожена,0,2.0,45
29.08.2025,13:00,Северный,Английский,A1,Петров,Грамматика,1,0,0,0,Ученик_40,заморожена,0,1.0,90
08.09.2025,13:00,Северный,Математика,B2,Сидорова,Лексика,1,1,0,0,Ученик_40,активна,1,1.0,45
14.09.2025,18:00,Северный,Английский,C1,Сидорова,Разговор,1,1,0,0,Ученик_40,активна,1,1.5,60
17.09.2025,10:00,Северный,Программирование,B2,Петров,Разговор,1,1,0,0,Ученик_40,активна,1,1.0,45
29.09.2025,12:00,Северный,Математика,A1,Иванов,Грамматика,1,1,0,0,Ученик_40,активна,1,2.0,90
06.10.2025,19:00,Северный,Английский,A1,Петров,Грамматика,1,0,0,0,Ученик_40,заморожена,0,2.0,90
08.10.2025,10:00,Северный,Математика,C1,Сидорова,Разговор,1,1,0,0,Ученик_40,активна,1,1.0,90
22.10.2025,13:00,Северный,Программирование,A1,Иванов,Грамматика,1,0,0,0,Ученик_40,заморожена,0,1.5,90
25.10.2025,15:00,Северный,Математика,B2,Иванов,Грамматика,1,1,0,0,Ученик_40,активна,1,1.0,45
04.01.2025,15:00,Основной,Программирование,C1,Сидорова,Грамматика,1,1,0,0,Ученик_41,активна,1,2.0,60
08.01.2025,15:00,Основной,Программирование,A1,Петров,Разговор,1,1,0,0,Ученик_41,активна,1,1.5,90
17.01.2025,10:00,Основной,Программирование,B2,Петров,Грамматика,1,1,0,0,Ученик_41,активна,1,1.5,60
28.02.2025,10:00,Северный,Программирование,A1,Иванов,Лексика,1,1,0,0,Ученик_42,активна,1,2.0,90
07.03.2025,9:00,Северный,Программирование,A1,Иванов,Грамматика,1,0,0,0,Ученик_42,заморожена,0,1.0,45
21.03.2025,9:00,Северный,Математика,B2,Сидорова,Разговор,1,1,0,0,Ученик_42,активна,1,1.0,60
23.03.2025,16:00,Северный,Программирование,A1,Сидорова,Грамматика,1,1,0,0,Ученик_42,активна,1,1.0,60
31.03.2025,20:00,Северный,Математика,A1,Петров,Разговор,1,1,0,0,Ученик_42,активна,1,1.5,60
08.04.2025,12:00,Северный,Программирование,B2,Петров,Разговор,1,0,0,0,Ученик_42,заморожена,0,2.0,90
12.04.2025,15:00,Северный,Программирование,C1,Петров,Лексика,1,1,0,0,Ученик_42,активна,1,1.0,45
20.04.2025,17:00,Северный,Английский,B2,Сидорова,Разговор,1,0,0,0,Ученик_42,заморожена,0,1.0,45
23.09.2024,11:00,Южный,Английский,A1,Сидорова,Лексика,1,1,0,0,Ученик_43,активна,1,2.0,60
26.09.2024,9:00,Южный,Математика,B2,Сидорова,Лексика,1,1,0,0,Ученик_43,активна,1,1.5,45
02.10.2024,18:00,Южный,Математика,B2,Иванов,Лексика,1,1,0,0,Ученик_43,активна,1,1.5,60
09.10.2024,15:00,Южный,Английский,C1,Петров,Разговор,1,1,0,0,Ученик_43,активна,1,1.0,90
20.10.2024,14:00,Южный,Английский,C1,Петров,Лексика,1,1,0,0,Ученик_43,активна,1,2.0,45
23.10.2024,18:00,Южный,Математика,B2,Сидорова,Разговор,1,1,0,0,Ученик_43,активна,1,1.0,45
05.11.2024,19:00,Южный,Математика,C1,Петров,Лексика,1,0,0,0,Ученик_43,заморожена,0,2.0,90
26.05.2024,15:00,Южный,Математика,C1,Иванов,Грамматика,1,1,0,0,Ученик_44,активна,1,1.0,60
02.06.2024,12:00,Южный,Программирование,B2,Петров,Разговор,1,1,0,0,Ученик_44,активна,1,1.5,45
09.06.2024,19:00,Южный,Математика,C1,Сидорова,Грамматика,1,1,0,0,Ученик_44,активна,1,1.0,60
17.06.2024,11:00,Южный,Математика,B2,Иванов,Лексика,1,0,0,0,Ученик_44,заморожена,0,1.0,60
19.06.2024,16:00,Южный,Программирование,C1,Иванов,Лексика,1,0,0,0,Ученик_44,заморожена,0,1.0,90
27.06.2024,18:00,Южный,Программирование,B2,Иванов,Лексика,1,1,0,0,Ученик_44,активна,1,1.0,60
07.07.2024,16:00,Южный,Английский,A1,Сидорова,Грамматика,1,1,0,0,Ученик_44,активна,1,1.0,90
10.07.2024,19:00,Южный,Английский,A1,Сидорова,Разговор,1,1,0,0,Ученик_44,активна,1,1.5,90
22.07.2024,20:00,Южный,Английский,A1,Сидорова,Лексика,1,1,0,0,Ученик_44,активна,1,1.5,45
14.11.2024,9:00,Основной,Программирование,A1,Петров,Грамматика,1,1,0,0,Ученик_45,активна,1,1.0,90
23.11.2024,10:00,Основной,Английский,A1,Петров,Разговор,1,1,0,0,Ученик_45,активна,1,1.5,90
29.11.2024,15:00,Основной,Математика,A1,Иванов,Лексика,1,1,0,0,Ученик_45,активна,1,2.0,60
05.12.2024,19:00,Основной,Математика,B2,Петров,Разговор,1,0,0,0,Ученик_45,заморожена,0,1.0,45
12.12.2024,11:00,Основной,Программирование,A1,Иванов,Разговор,1,1,0,0,Ученик_45,активна,1,1.0,60
19.12.2024,15:00,Основной,Программирование,A1,Сидорова,Разговор,1,0,0,0,Ученик_45,заморожена,0,1.0,60
22.12.2024,12:00,Основной,Программирование,C1,Сидорова,Разговор,1,0,0,0,Ученик_45,заморожена,0,2.0,90
03.01.2025,10:00,Основной,Программирование,A1,Сидорова,Лексика,1,1,0,0,Ученик_45,активна,1,2.0,90
14.06.2024,12:00,Северный,Программирование,B2,Иванов,Лексика,1,1,0,0,Ученик_46,активна,1,1.0,60
17.06.2024,20:00,Северный,Английский,C1,Иванов,Лексика,1,1,0,0,Ученик_46,активна,1,2.0,60
26.06.2024,17:00,Северный,Программирование,A1,Петров,Разговор,1,1,0,0,Ученик_46,активна,1,1.5,90
01.07.2024,15:00,Северный,Английский,C1,Иванов,Разговор,1,1,0,0,Ученик_46,активна,1,1.0,60
07.07.2024,13:00,Северный,Математика,B2,Иванов,Грамматика,1,1,0,0,Ученик_46,активна,1,1.5,60
26.10.2024,19:00,Основной,Английский,A1,Петров,Грамматика,1,1,0,0,Ученик_47,активна,1,1.0,45
